"X","Bintang","Pengguna","Komen","Tanggal"
1232,"Rated 1 stars out of five stars","Selyan Napitupulu","Pakai aplikasi ini cape menunggu. Saya mau kirim sayuran ke 2 alamat, tidak ada pilihan saving alamat pengiriman, cape ngetik. Piihan metode pembayaran dengan gopay & kartu kredit tidak jalan. Buat apa bikin pilihan byr klo gak bisa dipakai? Tolong donk dibenahi spy customer bisa belanja dg nyaman. ...
Full Review",2018-12-29
1233,"Rated 3 stars out of five stars","Hadida Latifah","Ok. Penilaian sudah saya rubah.",2018-12-10
1234,"Rated 5 stars out of five stars","Mariyani Atmaja","Good app!! Selalu lancar aplikasinya... Buat yang mau voucher 30rb utk order perdananya, bisa pakai kode ""N199GEDUM"" yah (minimal order 150rb).. Thank me later, enjoyyy.. ^0^",2018-11-08
1235,"Rated 5 stars out of five stars","Mariana Handoyo","Kualitas barang nya setara I toko buah premium, harga memang tidak sangat murah namun sering ada promo. Untuk yg perlu referral code bisa menggunakan CJBDRMZWE, agar mendapatkan cashback 30k.",2018-11-04
1236,"Rated 5 stars out of five stars","Jenna Main!","awalnya nyoba2, eh ketagihan belanja disini.. good aps! mgkn utk mempertahankan konsumen, bisa kasih sesekali kejutan manis dgn bonus2 buah or sayur. Sepele, tp it makes Ur customer stay 😊",2019-02-15
1237,"Rated 1 stars out of five stars","Loo Juliet","Apabila barang yg diterima tidak ada atau rusak, complaint tidak akan dilayani. CS fungsinya hanya utk beriklan saja.",2018-11-24
1238,"Rated 1 stars out of five stars","Adhanur Rahman","Pertama kali beli memuaskan namun pembelian kedua dengan nomor order PG-UMROUK5329 sangat mengecewakan karena saya order 3kg mangga alpukat namun yang sampai ternyata 3kg mangga harum manis",2018-11-01
1239,"Rated 1 stars out of five stars","Saidi Umar Danny","Pengalaman pertama belanja, barang gak sampai, tapi status terkirim. CS tidak respon sma sekali waktu dikontak. Akan dirubah penilaian bila ada respon baik CS nya.",2018-11-01
1240,"Rated 5 stars out of five stars","Firdaus Amri","Tinggal tambahin in-app chat dan tanya jawab seputar produk",2018-12-06
1241,"Rated 5 stars out of five stars","Elita Retno Milayanti","Berguna buat yang ada di sekitaran jakarta ..",2018-10-21
1242,"Rated 1 stars out of five stars","Nandami Mahargina","Harga nya lebih mahal dibanding aplikasi lain.",2018-10-29
1243,"Rated 2 stars out of five stars","Tiffany Achiang","Ga kepake diserpong ini mah",2018-10-18
1244,"Rated 5 stars out of five stars","Gin Ginanjar","good job",2018-10-19
1245,"Rated 5 stars out of five stars","Galih Laras Prakoso","Great App!",2018-09-25
1246,"Rated 5 stars out of five stars","dewi riza","Happiest..easy",2018-10-09
1247,"Rated 5 stars out of five stars","A Google user","Excellent",2018-10-10
1248,"Rated 5 stars out of five stars","Gwenda Tannindya","Mungkin memang lbh mahal dr belanja di pasar tapi so far ngga nyesel belanja di sayurbox krn sayurnya selalu fresh dan bagus. Beberapa item sayur/buah juga ada yg jarang ditemuin di pasar biasa",2018-09-23
1249,"Rated 2 stars out of five stars","yayah cheriyah","Awalnya lancar, tapi setelah diupdate malah ngehang dan ga bisa dibuka. Please the IT team of sayurbox. Do something about this",2018-09-21
1250,"Rated 1 stars out of five stars","Ida Ayu Prasasti","Saya kecewa krn order Saya ditolak di Hari pengiriman. Respon CS lambat. Trims",2018-09-22
1251,"Rated 5 stars out of five stars","Missy Noviahwang","Good",2018-09-22
1252,"Rated 1 stars out of five stars","Fitriyani Adams","Pengalaman belanja pertama kali kurang menyenangkan. Status sdh terkirim tp saya belum terima barang apapun. Ditunggu follow upnya segera",2018-09-14
1253,"Rated 5 stars out of five stars","dwi wanna","you have never failed to amaze me everytime i ordered. thank you and look forward for you to grow and success even more. cheers.",2018-08-27
1254,"Rated 1 stars out of five stars","Yenni Hsu","JELEK BANGET...saya adalah Ibu yg mempunyai baby jd saya amat terbantu dgn aplikasi belanja online pertama kali saya mencoba pelayanan mereka ...bagus sekali tetapi lama kelamaan sayur yg saya pesen kualitasnya makin buruk contoh pisang yg berair ,jamur yg coklat dan toge yg busuk banyak lagi ..saya...
Full Review",2019-09-02
1255,"Rated 1 stars out of five stars","Fifi Octavia Halim","Pengalaman yang sungguh buruk. Alpukat yang dikirimkan pahit. Kondisi pemakaian voucher cashback tidak diinformasikan dengan baik. Proses komplen berbelit, tanpa resolusi yang jelas.",2018-09-03
1256,"Rated 5 stars out of five stars","Dores Any Kartika","The product is always fresh! And come with surprise gift!",2018-09-04
1257,"Rated 3 stars out of five stars","Pangambe Wardana","You can't change payment method after choosing one",2018-09-07
1258,"Rated 3 stars out of five stars","lisa aditya","Its so good",2018-08-30
1259,"Rated 1 stars out of five stars","A Google user","tidak ada lagi garansi kualitas barang, lebih baik uninstall, beli buah dan sayur dipasar saja.",2019-01-28
1260,"Rated 3 stars out of five stars","A Google user","Tolong untuk bisa mengirimkan ke area bandung juga...",2018-08-02
1261,"Rated 5 stars out of five stars","A Google user","Tolong di update pilihan lokasi pengiriman untuk Kota Tangerang Selatan. Saya belum menemukan pilihan Kecamatan Ciputat Timur. Kalau bisa sekaligus diberi pilihan Kelurahan, supaya alamat pengiriman lebih detail.",2018-07-09
1262,"Rated 4 stars out of five stars","Early Innova","Area sebaiknya by kecamatan dan kode pos. Agak rancu utk yg tinggal persis di perbatasan",2018-07-20
1263,"Rated 5 stars out of five stars","SALFITRA WIGUNA","Bagus, mengikuti perkembangan teknologi. Juga tersedia bahan2 organik yg tanpa kimia..",2018-06-30
1264,"Rated 5 stars out of five stars","Aldio Ahimsa","fresh bngtt",2018-07-08
1265,"Rated 5 stars out of five stars","Erik Adiguno","Producenya fresh, appnya user friendly. Thank you Sayurbox for helping me maintain a healthy lifestyle!",2018-06-28
1266,"Rated 2 stars out of five stars","Nesia C","Harganya gila2an. Bisa 2x sampai 5x lipat lebih mahal dibandingkan belanja di pasar. Itu pun belum termasuk ongkos kirim. Sungguh ga masuk akal. Atau mungkin dagangan di sayur box bukan level saya, bukan utk pasaran menengah ke bawah. Kalau memang begitu alasannya, saya bisa terima. Untuk aplikas...
Full Review",2018-06-24
1267,"Rated 5 stars out of five stars","Kosirotun","Banyak itemnya, dari yang organik, konvenaional sampe bulk, keren lah pokoknya...",2018-06-24
1268,"Rated 1 stars out of five stars","Small Armor","Buggy and slow",2018-04-22
1269,"Rated 5 stars out of five stars","Nadia M","Very very very impressed with Sayurbox, great quality veggies and a good system to replace out of stock items with higher priced ones. Most of all, am VERY impressed they delivered the package on time in the midst of flood. Four thumbs up!!!",2018-02-15
1270,"Rated 5 stars out of five stars","Winda Dewiyani","Helps a lot to find high quality groceries at reasonable price",2018-02-19
1271,"Rated 5 stars out of five stars","Amanda Kistilensa","Pengantaran tepat waktu, kualitas sayuran sangat bagus. Harganya juga tidak begitu mahal ketika sedang ada Deal tertentu.",2018-01-13
1272,"Rated 5 stars out of five stars","Jonathan Abiezer","jadi gampang pas mau masak cari bahan2 yang diperluin dirumah buat ke kedepannya",2017-12-14
1273,"Rated 4 stars out of five stars","Irene Lau","Sebaiknya ada filter yg memudahkan pencarian, jd bs hanya melihat produk dgn tag organic dst",2018-01-20
1274,"Rated 5 stars out of five stars","Taufik joss","App nya bagus, sayurnya seger seger",2017-12-14
1275,"Rated 5 stars out of five stars","derry aditiya","Kualitas sayur nya selalu bagus",2017-12-14
1276,"Rated 5 stars out of five stars","namanya Riri","Simply happy",2020-01-24
1277,"Rated 3 stars out of five stars","Mela Meli","Fungsi search tdk berfungsi.",2017-09-16
1278,"Rated 5 stars out of five stars","Renny Tanuwijaya","Jadi lebih gampang buat beli sayur. Kalo sebelumnya harus buka browser dulu buat buka sayurbox. Skrg kalo baru nganggur dikit aja uda bisa sambil scroll2.. 😬 smoga terus berinovasi yak..",2017-07-30
1279,"Rated 3 stars out of five stars","Lorencia Emerland","Tolong diperbaiki untuk kolom no.hp tidak semuanya 12digit. Minimal ada 10digit nomor lama. Thanks",2017-07-29
1280,"Rated 4 stars out of five stars","Paijo Astaman","Aplikasi cukup oke...kalo bisa harga lebih terjangkau...",2017-07-30
1281,"Rated 2 stars out of five stars","Erdian Tomy","1st & the last experienced. Beli buah dapat semuanya yang belum mateng. Jadi ga bisa langsung dimakan. Jadi ini jualan buah buat dimakan atau buat koleksi? Bye deh, nyesel ga nurut istri.. Kalo beli yang segar2 emang harus ke supermarket atau ke pasar sendiri",2019-04-24
1282,"Rated 1 stars out of five stars","Kent Rusli","hoax gambar sama yang dikirim... uninstall after first order",2019-03-17
1283,"Rated 5 stars out of five stars","A Google user","Kemarin istri saya coba pesan sayur lewat app ini, sayuran dikirim dalam keadaan segar, ok sih untuk ibu2 yang gak ada waktu untuk belanja ke pasar 😝",2019-02-07
1284,"Rated 4 stars out of five stars","Minia Mia Gacha","aplikasi ini sangat bermanfaat. sayang bukanya suka lemot (pdhl udh pake ponsel pintar yg canggih). jadi mesti dibuka ulang 2x biar bisa klik ke menu2nya",2019-02-27
1285,"Rated 1 stars out of five stars","Arifah Diah Permatasari","aplikasi nipu!! hati2 belanja buah atau sayur online, buah yang dayeng mentah, sayur yang di pesan udh kuning.",2019-06-20
1286,"Rated 1 stars out of five stars","Diah Sofiani","Barang yang datang tidak sesuai dengan invoce dan pesanan.tapi di invoice di ceklist. Bukan satu dua kali tapi berkali2.padahal saya udah langganan lama di sayurbox. Akhir kata saya uninstall. Terima kasih.",2020-01-10
1287,"Rated 5 stars out of five stars","Istiadzah Rohyati","Makasi udah memudahkan belanja sayur dan buah di saat malas melanda 😂 Dan yg paling enak, ada paket masaknya juga, udah sama resepnya sekalian.",2019-11-28
1288,"Rated 3 stars out of five stars","Pink Jacket","kalau saya klik gambar untuk membeli, apps selalu menutup sendiri. sudah saya uninstall dan install ulang, tetap seperti itu. jadi saya tidak bisa pakai :(",2020-03-02
1289,"Rated 5 stars out of five stars","A Google user","buahnya bagus, harga lumayan kompetitif, dan aku suka sama value nya mereka yang bantuin petanii...terusin ada yaa promo promo yg bantuin petani kita.",2019-02-07
1290,"Rated 5 stars out of five stars","Nurhalimah Syafii","Suka ama paketnya, selalu aman dan segar, aplikasiny juga ok dan sederhana, gambar dan kssuaian produk cukup tepat dan tidak too much. Sukses selalu sayurbox!",2019-11-24
1291,"Rated 5 stars out of five stars","farah fbrn","ENAK BGT MANGGA NYA SELALU MANISSSS. yang ngelayaninnya juga ramah22, enak juga mangga potong nya doalnya suka males motong hehe.",2019-01-14
1292,"Rated 5 stars out of five stars","Wi Zu","Aplikasi sgt membantu dikala sibuk, promo menarik, variasi sayur ditambah lebih banyak. Semoga usaha berkembang & harga semakin kompetitif. Terima Kasih",2020-02-01
1293,"Rated 2 stars out of five stars","Denny Stefanus","Pengiriman Cepat. Packing Rapi. Ada Voucher Bonus. Tetapi kekurangannya adalah operator chattingnya tidak responsive alias tidak dibalas pesan saya. Akhirnya saya uninstall aplikasi ini.",2019-01-15
1294,"Rated 5 stars out of five stars","Santi Sujanto","Belanja buah alpukat dan sayuran di sayurbox kualitasnya premium. Pertahankan terus memberikan produk segar dan bagus sehingga customer senang belanja terus di sayurbox.",2019-03-27
1295,"Rated 3 stars out of five stars","Ardi Yudanto","Ada promo untuk pembayaran dengan debit BRI, tapi ketika pilih metode pembayaran dengan debit BRI selalu diberi form credit card. please fix this",2019-08-18
1296,"Rated 5 stars out of five stars","Sheyka","So far so good. Aplikasinya mudah digunakan, dan Sayurbox sendiri selalu prima dalam hal pelayanan. Terima kasih!",2020-01-12
1297,"Rated 5 stars out of five stars","A Google user","Pilihan sayur dan buahnya beragam, jadi gak harus repot2 lagi deh ke pasar semenjak ada app ini 😝",2019-02-07
1298,"Rated 1 stars out of five stars","Endang Astuti","Lokasi dan tgl tdk mau loading di Oppo Reno. padahal kalau pake web bisa. jadi percuma download app nya.",2019-08-12
1299,"Rated 1 stars out of five stars","Tania Octaviana","Parah. Buah busuk semua. CS tidak membantu. Delivery ga tepat waktu dan ga bisa dilacak",2019-09-16
1300,"Rated 1 stars out of five stars","Siti Husnul Khotimah","Not professional app. Pesan sayur, di aplikasi estimasi max sampai jam 9 pagi pengantaran. Sampai jam 11 blm dtg juga. Komplain ke cs info max sampe jam 4. Gimana ini? Kok repot bgt ya? Saya mau keluar rumah ga bisa krn nunggu sayur doang. Fix bye sayurbox. Never use this app again",2020-03-01
1301,"Rated 2 stars out of five stars","Nindya Munaf","Bug. Saya gak bisa milih tanggal dan alamat pengiriman loading terus. Jd saya gak bisa liat belanjaan apapun di dalamnya.",2019-10-30
1302,"Rated 5 stars out of five stars","A Google user","Kualitas buah dan sayur nya bagus, banyak promo dan harganya lumayan terjangkau, juga ada gratis ongkir 👍😄",2019-02-07
1303,"Rated 5 stars out of five stars","Jeff&Jol Lim","sayur box keren deh. praktis belanja disini. tinggal tungguin dirumah. belanjaan sampai dirumah tinggal klik di aplikasi sayur box. sekarang belanja dgn gampang .",2019-07-10
1304,"Rated 3 stars out of five stars","ibnunurdiansyah putroadi","Agak ribet ya apps nya. Ga ada pilihan simpan beberapa alamat. Cuma default 1 alamat saja, mau kirim ke alamat lain harus ngetik ulang lagi. Capek. Waktu pembayaran juga sama, udah ngetik kartu kredit , pas dapet nomer verifikasi, switch sebentar ke menu messaging eh balik ke menu sayur box mala...
Full Review",2018-06-06
1305,"Rated 5 stars out of five stars","Ike Fitriani","Sangat membantu para ibu ibu rumah tangga yang tidak sibuk tapi mager seperti saya hahahahahahhaha",2018-10-07
1306,"Rated 2 stars out of five stars","Dina Maharanie Sarah Hanifah","Ya coba aja difikir?! Dua kali saya kena zonk! Pertama beli alpukat dapet yg jelek lumayan bgt yg jelek sekitar 3buah! Tapi saya masih diem aja gak mau komentar! Dan pada akhirnya kemaren dpt kiriman pisang yg mentah! Pdhal sebelumnya sering pesan disini&kondisi pisang jg sama! Tp yg Minggu lalu itu...
Full Review",2019-03-25
1307,"Rated 5 stars out of five stars","agus winarno","makin banyak pilihan sayurnya, coba kalo bisa kerjasama sama kantor2 biar ngirimnya makin gampang",2019-02-07
1308,"Rated 5 stars out of five stars","Melsky Dewi","Murah bnyk diskon dan sayurnya seger2 dan hemat waktu di antar smp dpn pintu",2019-10-23
1309,"Rated 5 stars out of five stars","sa biily","aplikasi yang memudahkan untuk belanja sayur dan buah tanpa harus ke pasar.",2019-08-17
1310,"Rated 3 stars out of five stars","Gabby H","semoga systemnya lebih canggih, misalnya bisa mengganti metode pembayaran , bisa tracking kurir dan memastikan stock barang",2019-09-28
1311,"Rated 2 stars out of five stars","Juwita Triasari Judagni","Sering loading lama. Hampir setiap kali mau pesan harus uninstall - install trus.",2019-04-09
1312,"Rated 4 stars out of five stars","nurul ratna soekohono","untuk buka notifikasi iklannya sering lemot. jadi harus refresh ulang 1-2 kali",2019-03-19
1313,"Rated 5 stars out of five stars","RED TARGET","disaat males keluar belanja, untung ada sayur box, pengiriman sesuai jadwal, packing rapih.",2019-08-01
1314,"Rated 2 stars out of five stars","MarNia Nes","sudah 2 kali order sebagian sayur yg dikirim kualitasnya sangat jelek",2019-10-12
1315,"Rated 1 stars out of five stars","soedomo hero","Kerjanya bisa boong2....sy pesen alphukat yg di kirim aple ijo....buta x ye orgnya...",2019-12-02
1316,"Rated 5 stars out of five stars","Brama Aditya","Mohon ditambah area operasionalnya. Ide bagus, sangat menyelesaikan masalah.",2020-01-23
1317,"Rated 5 stars out of five stars","A Google user","Harganya murah, pilihan dan diskonnya banyak...terima kasih sayurbox",2019-02-07
1318,"Rated 5 stars out of five stars","A Google user","Alpukatnya fresh2 demen gue belanja disini",2018-09-25
1319,"Rated 5 stars out of five stars","Mas Yo","mantap nih harga murah bersainh dengan pasar",2019-08-04
